,userId,movieId,rating,Unnamed: 0,rated
0,1,1,4.0,0,198
1,1,2139,5.0,0,198
2,1,2137,5.0,0,198
3,1,2116,5.0,0,198
4,1,661,5.0,0,198
5,1,673,3.0,0,198
6,1,2115,5.0,0,198
7,1,733,4.0,0,198
8,1,2105,4.0,0,198
9,1,2094,5.0,0,198
10,1,2093,3.0,0,198
11,1,3809,4.0,0,198
12,1,2090,5.0,0,198
13,1,2058,5.0,0,198
14,1,736,3.0,0,198
15,1,2054,4.0,0,198
16,1,2048,5.0,0,198
17,1,2046,4.0,0,198
18,1,2141,5.0,0,198
19,1,2143,4.0,0,198
20,1,2161,5.0,0,198
21,1,2174,4.0,0,198
22,1,2395,5.0,0,198
23,1,2389,2.0,0,198
24,1,2387,5.0,0,198
25,1,593,4.0,0,198
26,1,3729,5.0,0,198
27,1,2353,5.0,0,198
28,1,3740,4.0,0,198
29,1,2338,2.0,0,198
30,1,2033,5.0,0,198
31,1,3744,4.0,0,198
32,1,608,5.0,0,198
33,1,2291,5.0,0,198
34,1,2273,4.0,0,198
35,1,3793,5.0,0,198
36,1,2268,4.0,0,198
37,1,2253,2.0,0,198
38,1,2193,4.0,0,198
39,1,648,3.0,0,198
40,1,2329,5.0,0,198
41,1,2406,4.0,0,198
42,1,780,3.0,0,198
43,1,4006,4.0,0,198
44,1,6,4.0,0,198
45,1,1090,4.0,0,198
46,1,1732,5.0,0,198
47,1,1092,5.0,0,198
48,1,1676,3.0,0,198
49,1,1644,3.0,0,198
50,1,1097,5.0,0,198
51,1,1625,5.0,0,198
52,1,1620,4.0,0,198
53,1,1127,4.0,0,198
54,1,1136,5.0,0,198
55,1,1617,5.0,0,198
56,1,1587,5.0,0,198
57,1,3,4.0,0,198
58,1,1196,5.0,0,198
59,1,1580,3.0,0,198
60,1,1573,5.0,0,198
61,1,1777,4.0,0,198
62,1,1089,5.0,0,198
63,1,1793,4.0,0,198
64,1,1804,5.0,0,198
65,1,5060,5.0,0,198
66,1,2028,4.0,0,198
67,1,804,4.0,0,198
68,1,1009,3.0,0,198
69,1,1030,3.0,0,198
70,1,1031,5.0,0,198
71,1,1042,4.0,0,198
72,1,2012,4.0,0,198
73,1,47,5.0,0,198
74,1,1049,5.0,0,198
75,1,2005,5.0,0,198
76,1,1073,5.0,0,198
77,1,2000,4.0,0,198
78,1,1967,4.0,0,198
79,1,1080,5.0,0,198
80,1,1954,5.0,0,198
81,1,1920,4.0,0,198
82,1,1805,4.0,0,198
83,1,1060,4.0,0,198
84,1,2414,3.0,0,198
85,1,2427,5.0,0,198
86,1,3703,5.0,0,198
87,1,3052,5.0,0,198
88,1,3034,5.0,0,198
89,1,3033,5.0,0,198
90,1,296,3.0,0,198
91,1,3527,4.0,0,198
92,1,2997,4.0,0,198
93,1,2991,5.0,0,198
94,1,2987,5.0,0,198
95,1,2985,4.0,0,198
96,1,3578,5.0,0,198
97,1,316,3.0,0,198
98,1,2959,5.0,0,198
99,1,333,5.0,0,198
100,1,349,4.0,0,198
101,1,2916,4.0,0,198
102,1,2872,5.0,0,198
103,1,356,4.0,0,198
104,1,3053,5.0,0,198
105,1,260,5.0,0,198
106,1,3147,5.0,0,198
107,1,235,4.0,0,198
108,1,3448,5.0,0,198
109,1,3441,5.0,0,198
110,1,157,5.0,0,198
111,1,3440,4.0,0,198
112,1,3439,4.0,0,198
113,1,216,5.0,0,198
114,1,3450,5.0,0,198
115,1,3386,5.0,0,198
116,1,110,4.0,0,198
117,1,3273,5.0,0,198
118,1,3253,5.0,0,198
119,1,231,5.0,0,198
120,1,3479,4.0,0,198
121,1,3247,3.0,0,198
122,1,3243,3.0,0,198
123,1,151,5.0,0,198
124,1,3176,1.0,0,198
125,1,3489,4.0,0,198
126,1,223,3.0,0,198
127,1,2858,5.0,0,198
128,1,2826,4.0,0,198
129,1,101,5.0,0,198
130,1,2580,5.0,0,198
131,1,527,5.0,0,198
132,1,3671,5.0,0,198
133,1,543,4.0,0,198
134,1,2571,5.0,0,198
135,1,552,4.0,0,198
136,1,553,5.0,0,198
137,1,2542,5.0,0,198
138,1,2596,5.0,0,198
139,1,2528,3.0,0,198
140,1,3702,5.0,0,198
141,1,2502,5.0,0,198
142,1,2492,4.0,0,198
143,1,2478,4.0,0,198
144,1,2470,5.0,0,198
145,1,2459,5.0,0,198
146,1,592,4.0,0,198
147,1,2450,4.0,0,198
148,1,590,4.0,0,198
149,1,1552,4.0,0,198
150,1,3639,4.0,0,198
151,1,2617,2.0,0,198
152,1,2797,4.0,0,198
153,1,2761,5.0,0,198
154,1,362,5.0,0,198
155,1,367,4.0,0,198
156,1,2716,5.0,0,198
157,1,2700,5.0,0,198
158,1,423,3.0,0,198
159,1,70,3.0,0,198
160,1,2616,4.0,0,198
161,1,441,4.0,0,198
162,1,457,5.0,0,198
163,1,2657,3.0,0,198
164,1,2641,5.0,0,198
165,1,3617,4.0,0,198
166,1,2640,4.0,0,198
167,1,480,4.0,0,198
168,1,2628,4.0,0,198
169,1,500,3.0,0,198
170,1,2692,5.0,0,198
171,1,1197,5.0,0,198
172,1,50,5.0,0,198
173,1,163,5.0,0,198
174,1,1265,4.0,0,198
175,1,1396,3.0,0,198
176,1,1377,3.0,0,198
177,1,1298,5.0,0,198
178,1,1210,5.0,0,198
179,1,1270,5.0,0,198
180,1,1408,3.0,0,198
181,1,1206,5.0,0,198
182,1,1214,4.0,0,198
183,1,1291,5.0,0,198
184,1,1222,5.0,0,198
185,1,1275,5.0,0,198
186,1,1213,5.0,0,198
187,1,1278,5.0,0,198
188,1,1220,5.0,0,198
189,1,1258,3.0,0,198
190,1,1224,5.0,0,198
191,1,1517,5.0,0,198
192,1,1473,4.0,0,198
193,1,1500,4.0,0,198
194,1,1240,5.0,0,198
195,1,1445,3.0,0,198
196,1,1198,5.0,0,198
197,1,1208,4.0,0,198
198,2,91529,3.5,1,28
199,2,80489,4.5,1,28
200,2,80906,5.0,1,28
201,2,89774,5.0,1,28
202,2,99114,3.5,1,28
203,2,79132,4.0,1,28
204,2,77455,3.0,1,28
205,2,91658,2.5,1,28
206,2,8798,3.5,1,28
207,2,6874,4.0,1,28
208,2,1704,4.5,1,28
209,2,112552,4.0,1,28
210,2,114060,2.0,1,28
211,2,115713,3.5,1,28
212,2,46970,4.0,1,28
213,2,68157,4.5,1,28
214,2,109487,3.0,1,28
215,2,122882,5.0,1,28
216,2,131724,5.0,1,28
217,2,48516,4.0,1,28
218,2,333,4.0,1,28
219,2,71535,3.0,1,28
220,2,60756,5.0,1,28
221,2,106782,5.0,1,28
222,2,3578,4.0,1,28
223,2,318,3.0,1,28
224,2,74458,4.0,1,28
225,2,58559,4.5,1,28
226,2,86345,4.0,1,28
227,3,527,0.5,2,35
228,3,720,0.5,2,35
229,3,849,5.0,2,35
230,3,2090,0.5,2,35
231,3,647,0.5,2,35
232,3,31,0.5,2,35
233,3,2105,2.0,2,35
234,3,688,0.5,2,35
235,3,5048,0.5,2,35
236,3,1263,0.5,2,35
237,3,7991,5.0,2,35
238,3,7899,4.5,2,35
239,3,6835,5.0,2,35
240,3,5746,5.0,2,35
241,3,1587,4.5,2,35
242,3,3949,0.5,2,35
243,3,1371,3.0,2,35
244,3,3210,0.5,2,35
245,3,2288,4.0,2,35
246,3,2424,0.5,2,35
247,3,5764,4.5,2,35
248,3,1093,0.5,2,35
249,3,2851,5.0,2,35
250,3,1124,0.5,2,35
251,3,5919,5.0,2,35
252,3,6238,0.5,2,35
253,3,3703,5.0,2,35
254,3,26409,4.5,2,35
255,3,5181,5.0,2,35
256,3,1272,0.5,2,35
257,3,4518,5.0,2,35
258,3,72378,0.5,2,35
259,3,70946,5.0,2,35
260,3,1302,0.5,2,35
261,3,3024,4.5,2,35
262,3,1275,3.5,2,35
263,4,2973,2.0,3,182
264,4,1719,4.0,3,182
265,4,1641,4.0,3,182
266,4,2926,5.0,3,182
267,4,1449,5.0,3,182
268,4,1466,4.0,3,182
269,4,1291,4.0,3,182
270,4,4308,1.0,3,182
271,4,4252,3.0,3,182
272,4,3255,4.0,3,182
273,4,4765,5.0,3,182
274,4,4741,3.0,3,182
275,4,4273,4.0,3,182
276,4,1597,1.0,3,182
277,4,4641,1.0,3,182
278,4,4381,3.0,3,182
279,4,4260,2.0,3,182
280,4,593,5.0,3,182
281,4,4347,4.0,3,182
282,4,3044,5.0,3,182
283,4,3060,4.0,3,182
284,4,441,1.0,3,182
285,4,4896,4.0,3,182
286,4,1079,2.0,3,182
287,4,2858,5.0,3,182
288,4,1704,1.0,3,182
289,4,1094,3.0,3,182
290,4,1179,4.0,3,182
291,4,1183,1.0,3,182
292,4,1188,5.0,3,182
293,4,1199,2.0,3,182
294,4,1211,1.0,3,182
295,4,1225,4.0,3,182
296,4,2406,4.0,3,182
297,4,3809,3.0,3,182
298,4,1259,4.0,3,182
299,4,4881,3.0,3,182
300,4,3204,4.0,3,182
301,4,3160,4.0,3,182
302,4,1266,4.0,3,182
303,4,1279,2.0,3,182
304,4,1288,4.0,3,182
305,4,1391,1.0,3,182
306,4,4967,5.0,3,182
307,4,1213,4.0,3,182
308,4,4902,4.0,3,182
309,4,3083,5.0,3,182
310,4,1733,5.0,3,182
311,4,3079,3.0,3,182
312,4,2692,5.0,3,182
313,4,457,5.0,3,182
314,4,2395,3.0,3,182
315,4,1734,3.0,3,182
316,4,553,2.0,3,182
317,4,4246,4.0,3,182
318,4,2150,5.0,3,182
319,4,4021,4.0,3,182
320,4,4020,3.0,3,182
321,4,2282,1.0,3,182
322,4,2324,1.0,3,182
323,4,4014,1.0,3,182
324,4,4002,3.0,3,182
325,4,2336,2.0,3,182
326,4,608,5.0,3,182
327,4,2359,4.0,3,182
328,4,2390,5.0,3,182
329,4,2467,4.0,3,182
330,4,2583,5.0,3,182
331,4,2599,5.0,3,182
332,4,3996,4.0,3,182
333,4,3967,4.0,3,182
334,4,2683,4.0,3,182
335,4,2712,2.0,3,182
336,4,3911,3.0,3,182
337,4,2571,1.0,3,182
338,4,3897,4.0,3,182
339,4,3851,5.0,3,182
340,4,3591,1.0,3,182
341,4,3538,2.0,3,182
342,4,2791,5.0,3,182
343,4,2770,2.0,3,182
344,4,3508,5.0,3,182
345,4,2763,1.0,3,182
346,4,2762,4.0,3,182
347,4,4027,3.0,3,182
348,4,2145,3.0,3,182
349,4,2109,4.0,3,182
350,4,1077,5.0,3,182
351,4,1834,5.0,3,182
352,4,3317,4.0,3,182
353,4,4239,5.0,3,182
354,4,1860,2.0,3,182
355,4,3481,2.0,3,182
356,4,1883,4.0,3,182
357,4,2174,5.0,3,182
358,4,1885,3.0,3,182
359,4,1892,2.0,3,182
360,4,1895,4.0,3,182
361,4,3358,3.0,3,182
362,4,1907,3.0,3,182
363,4,3408,4.0,3,182
364,4,1914,4.0,3,182
365,4,2921,4.0,3,182
366,4,1916,1.0,3,182
367,4,4226,2.0,3,182
368,4,4166,3.0,3,182
369,4,4144,3.0,3,182
370,4,4121,4.0,3,182
371,4,4074,3.0,3,182
372,4,2628,1.0,3,182
373,4,648,3.0,3,182
374,4,1966,2.0,3,182
375,4,1968,4.0,3,182
376,4,4034,5.0,3,182
377,4,4033,4.0,3,182
378,4,4029,3.0,3,182
379,4,2843,5.0,3,182
380,4,2076,4.0,3,182
381,4,1923,3.0,3,182
382,4,1057,3.0,3,182
383,4,892,4.0,3,182
384,4,3175,1.0,3,182
385,4,1265,4.0,3,182
386,4,176,5.0,3,182
387,4,171,3.0,3,182
388,4,162,5.0,3,182
389,4,475,5.0,3,182
390,4,126,1.0,3,182
391,4,190,2.0,3,182
392,4,1732,4.0,3,182
393,4,492,5.0,3,182
394,4,509,1.0,3,182
395,4,538,5.0,3,182
396,4,345,4.0,3,182
397,4,106,4.0,3,182
398,4,3033,4.0,3,182
399,4,1198,3.0,3,182
400,4,215,5.0,3,182
401,4,450,2.0,3,182
402,4,222,1.0,3,182
403,4,1080,5.0,3,182
404,4,342,5.0,3,182
405,4,1967,5.0,3,182
406,4,351,3.0,3,182
407,4,319,5.0,3,182
408,4,265,5.0,3,182
409,4,2997,4.0,3,182
410,4,357,3.0,3,182
411,4,1073,4.0,3,182
412,4,296,1.0,3,182
413,4,247,3.0,3,182
414,4,368,4.0,3,182
415,4,1060,2.0,3,182
416,4,232,5.0,3,182
417,4,417,2.0,3,182
418,4,539,1.0,3,182
419,4,2959,2.0,3,182
420,4,125,5.0,3,182
421,4,595,3.0,3,182
422,4,1197,5.0,3,182
423,4,1046,5.0,3,182
424,4,3386,4.0,3,182
425,4,800,4.0,3,182
426,4,759,3.0,3,182
427,4,1580,3.0,3,182
428,4,1196,5.0,3,182
429,4,708,4.0,3,182
430,4,3176,4.0,3,182
431,4,1517,4.0,3,182
432,4,1617,2.0,3,182
433,4,47,2.0,3,182
434,4,1136,5.0,3,182
435,4,3489,1.0,3,182
436,4,21,3.0,3,182
437,4,348,4.0,3,182
438,4,235,2.0,3,182
439,4,58,3.0,3,182
440,4,588,4.0,3,182
441,4,32,2.0,3,182
442,4,52,3.0,3,182
443,4,1500,4.0,3,182
444,4,260,5.0,3,182
445,4,45,3.0,3,182
446,5,21,4.0,4,41
447,5,1,4.0,4,41
448,5,364,3.0,4,41
449,5,515,3.0,4,41
450,5,265,3.0,4,41
451,5,50,4.0,4,41
452,5,296,5.0,4,41
453,5,410,3.0,4,41
454,5,531,4.0,4,41
455,5,527,5.0,4,41
456,5,247,5.0,4,41
457,5,232,4.0,4,41
458,5,380,2.0,4,41
459,5,597,3.0,4,41
460,5,592,3.0,4,41
461,5,474,4.0,4,41
462,5,534,3.0,4,41
463,5,589,3.0,4,41
464,5,590,5.0,4,41
465,5,608,3.0,4,41
466,5,58,5.0,4,41
467,5,110,4.0,4,41
468,5,266,1.0,4,41
469,5,290,5.0,4,41
470,5,457,4.0,4,41
471,5,367,4.0,4,41
472,5,36,4.0,4,41
473,5,357,2.0,4,41
474,5,588,4.0,4,41
475,5,300,3.0,4,41
476,5,153,3.0,4,41
477,5,595,5.0,4,41
478,5,253,3.0,4,41
479,5,39,3.0,4,41
480,5,34,4.0,4,41
481,5,349,3.0,4,41
482,5,261,4.0,4,41
483,5,150,3.0,4,41
484,5,316,2.0,4,41
485,5,475,5.0,4,41
486,5,344,3.0,4,41
487,5,318,3.0,4,41
488,6,207,4.0,5,309
489,6,356,5.0,5,309
490,6,243,3.0,5,309
491,6,205,3.0,5,309
492,6,239,3.0,5,309
493,6,100,3.0,5,309
494,6,590,5.0,5,309
495,6,21,2.0,5,309
496,6,237,4.0,5,309
497,6,102,1.0,5,309
498,6,367,4.0,5,309
499,6,104,4.0,5,309
500,6,553,5.0,5,309
501,6,140,3.0,5,309
502,6,349,5.0,5,309
503,6,240,3.0,5,309
504,6,248,5.0,5,309
505,6,342,3.0,5,309
506,6,93,4.0,5,309
507,6,110,5.0,5,309
508,6,168,5.0,5,309
509,6,216,4.0,5,309
510,6,170,3.0,5,309
511,6,250,4.0,5,309
512,6,165,3.0,5,309
513,6,174,3.0,5,309
514,6,177,3.0,5,309
515,6,231,3.0,5,309
516,6,179,1.0,5,309
517,6,89,4.0,5,309
518,6,180,2.0,5,309
519,6,181,3.0,5,309
520,6,708,4.0,5,309
521,6,151,4.0,5,309
522,6,208,3.0,5,309
523,6,92,4.0,5,309
524,6,161,3.0,5,309
525,6,595,5.0,5,309
526,6,185,3.0,5,309
527,6,141,4.0,5,309
528,6,592,3.0,5,309
529,6,362,3.0,5,309
530,6,95,4.0,5,309
531,6,32,4.0,5,309
532,6,236,4.0,5,309
533,6,552,3.0,5,309
534,6,368,5.0,5,309
535,6,230,5.0,5,309
536,6,217,3.0,5,309
537,6,196,3.0,5,309
538,6,357,3.0,5,309
539,6,189,3.0,5,309
540,6,225,4.0,5,309
541,6,500,5.0,5,309
542,6,145,4.0,5,309
543,6,191,2.0,5,309
544,6,222,4.0,5,309
545,6,224,3.0,5,309
546,6,218,2.0,5,309
547,6,158,4.0,5,309
548,6,351,4.0,5,309
549,6,219,3.0,5,309
550,6,265,3.0,5,309
551,6,195,4.0,5,309
552,6,480,5.0,5,309
553,6,146,4.0,5,309
554,6,647,4.0,5,309
555,6,31,3.0,5,309
556,6,296,2.0,5,309
557,6,450,4.0,5,309
558,6,105,3.0,5,309
559,6,527,3.0,5,309
560,6,135,3.0,5,309
561,6,160,5.0,5,309
562,6,159,3.0,5,309
563,6,588,5.0,5,309
564,6,348,3.0,5,309
565,6,186,3.0,5,309
566,6,543,3.0,5,309
567,6,234,2.0,5,309
568,6,45,3.0,5,309
569,6,310,3.0,5,309
570,6,113,3.0,5,309
571,6,333,5.0,5,309
572,6,201,3.0,5,309
573,6,539,3.0,5,309
574,6,209,3.0,5,309
575,6,210,4.0,5,309
576,6,509,3.0,5,309
577,6,457,5.0,5,309
578,6,475,4.0,5,309
579,6,126,3.0,5,309
580,6,212,4.0,5,309
581,6,316,5.0,5,309
582,6,171,3.0,5,309
583,6,204,3.0,5,309
584,6,112,4.0,5,309
585,6,312,1.0,5,309
586,6,1082,4.0,5,309
587,6,270,3.0,5,309
588,6,426,3.0,5,309
589,6,432,5.0,5,309
590,6,609,4.0,5,309
591,6,606,3.0,5,309
592,6,293,3.0,5,309
593,6,271,4.0,5,309
594,6,19,2.0,5,309
595,6,364,5.0,5,309
596,6,434,4.0,5,309
597,6,292,4.0,5,309
598,6,587,5.0,5,309
599,6,273,3.0,5,309
600,6,575,3.0,5,309
601,6,291,3.0,5,309
602,6,569,4.0,5,309
603,6,435,3.0,5,309
604,6,548,3.0,5,309
605,6,344,3.0,5,309
606,6,62,4.0,5,309
607,6,546,2.0,5,309
608,6,61,4.0,5,309
609,6,289,3.0,5,309
610,6,542,4.0,5,309
611,6,437,3.0,5,309
612,6,419,3.0,5,309
613,6,416,3.0,5,309
614,6,415,4.0,5,309
615,6,616,5.0,5,309
616,6,710,3.0,5,309
617,6,709,5.0,5,309
618,6,704,3.0,5,309
619,6,65,3.0,5,309
620,6,377,5.0,5,309
621,6,410,3.0,5,309
622,6,17,4.0,5,309
623,6,6,4.0,5,309
624,6,700,4.0,5,309
625,6,378,3.0,5,309
626,6,697,3.0,5,309
627,6,694,3.0,5,309
628,6,440,4.0,5,309
